id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4541964928421215,JhBHmzkK3,#主播说联播#【TikTok起诉美国政府，郭志坚想到这一句话】郭志坚：中方对合作始终敞开大门，只要对方愿意，包括美国各级政府及企业，都可以在平等互利的基础上积极展开合作。同时，面对霸凌行为，中方也会坚决回击，维护自身正当权益。不是有这么一句话：以斗争求和平，则和平存。合作恐怕也是如此。 央视新闻的微博视频,,,"http://f.video.weibocdn.com/cfPsNz1Llx07FV7BgtXy01041200g74G0E010.mp4?label=mp4_hd&template=480x864.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453294&ssig=RYWL7yHRGt&KID=unistore,video",,2020-08-26,iPhone客户端,26,2,9,主播说联播,
4541935152276337,JhAVl9yb7,【#北京警方起底美容贷#：标价十万的整形手术成本仅四千】近日，北京警方打掉了多个“招工美容贷”诈骗团伙。这些团伙会以“整容后能获得高薪工作”为由诱骗求职者申请美容贷。警方查获的消费明细显示，标价近十万元的综合整形手术，实际成本仅有四千余元，而介绍求职者来的机构可分成八万余元。详情戳↓了解中新视频的微博视频 @中新视频,,,"http://f.video.weibocdn.com/6Z81QPc3lx07FULHh7eg01041200s5kj0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453321&ssig=9CnhfsD9l1&KID=unistore,video",,2020-08-25,iPhone客户端,17,4,6,北京警方起底美容贷,中新视频
4541932002347909,JhAQg9QNv,【#耿爽在联合国批驳美英涉疆错误言论#：虚伪双标】据新华社，中国常驻联合国副代表耿爽当日在联合国安理会有关恐怖行为威胁国际和平与安全问题视频公开会上发言，全面阐述中方在反恐问题上的原则立场，批驳美国和英国代表关于涉疆问题的错误言论。耿爽说，中方坚决反对将反恐问题政治化，坚决反对在反恐中奉行双重标准。海客新闻的秒拍视频,,,"https://gslb.miaopai.com/stream/~i5R8f37ogUuCJTzrjK0OPT~WnIQqp4i2MOGvg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453345&ssig=194fuqZ5KV&KID=unistore,video",,2020-08-25,iPhone客户端,30,3,6,耿爽在联合国批驳美英涉疆错误言论,
4541922963896676,JhABGglHC,【美军机擅闯我演习禁飞区 国防部发言人吴谦：严重干扰中方正常演训活动】#国防部就美军机擅闯我演习禁飞区发表谈话#今日，美U-2高空侦察机擅自闯入中国人民解放军北部战区实弹演习禁飞区活动，严重干扰中方正常演训活动，严重违反中美海空安全行为准则及相关国际惯例，极易引发误解误判甚至造成海空意外事件，是赤裸裸的挑衅行动，中方对此坚决反对，并已向美方提出严正交涉。中方要求美方立即停止此类挑衅行动，以实际行动维护本地区和平稳定。（国防部发布）,,https://wx4.sinaimg.cn/large/63b09f89ly1gi3dr8ctzmj21jk1jk1kx.jpg,,,2020-08-25,iPhone客户端,55,16,5,国防部就美军机擅闯我演习禁飞区发表谈话,
4541921588150363,JhAzsycht,【#丽江被解救男孩父亲鞠躬致谢#：孩子身体无大碍 感谢所有好心人】8月23日，云南永胜3岁男孩被乘白车女子带走。25日，历时45小时，警方在永胜县永北镇大山上一山洞内找到男童，犯罪嫌疑人何某伟、熊某秀被抓获。男孩身体无大碍，需住院观察几天。男孩父亲鞠躬致谢：“感谢公安，感谢警察，感谢所有好心人”。#丽江被抱走男孩被解救#网页链接  封面新闻的微博视频,,,"http://f.video.weibocdn.com/0043BJ8ggx07FUY9Wlbx01041200qyVN0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453354&ssig=gJ35vqdIZe&KID=unistore,video",,2020-08-25,iPhone客户端,75,3,4,"丽江被解救男孩父亲鞠躬致谢,丽江被抱走男孩被解救",
4541913573896748,JhAmxglIM,【#华北水利水电大学在信阳建新校区#预计明年9月投入使用】8月24日上午，信阳市人民政府与华北水利水电大学签署校地战略合作协议，决定在罗山县建立华北水利水电大学江淮校区，预计明年9月建成并投入使用。据了解，华北水利水电大学江淮校区规划占地2000亩、招生1万人以上，预计明年9月建成并投入使用。该校区将依托华北水利水电大学在人才培养、科学研究和社会服务等方面的优势，双方携手共建，真正实现优势互补、互惠共赢、携手共进、共同发展。目前，信阳市有院士工作站11家，高新技术企业100多家，高校和在校大学生数量均居我省各省辖市前列，高校、人才集聚效应明显。华水江淮校区的落地，将有力推动河南教育事业发展，推动信阳经济社会发展。华北水利水电大学党委书记王清义表示，华水将以务实的精神、扎实的举措，把江淮校区打造成为建设特色鲜明的高水平水利水电大学的新载体、助力罗山县域经济高质量发展的新引擎、推进信阳加快构建“四区一屏障一枢纽”的新支撑，为教育强国、教育强省贡献华水智慧和华水方案。“此次华北水利水电大学江淮校区落地罗山县，是对我市特别是罗山县教育事业的一次极大提升，也必将为我市经济社会发展提供强有力的智力支持和人才保障。”信阳市委副书记、市长尚朝阳表示，市委市政府将全力支持校地合作项目建设，履行好战略合作协议约定的责任和义务，真正让华北水利水电大学的智力精华、办学智慧在老区信阳落地生根。（来源：大河网）,,https://wx2.sinaimg.cn/large/63b09f89ly1gi3coh132qj21jk1jk1kx.jpg,,,2020-08-25,iPhone客户端,10,2,1,华北水利水电大学在信阳建新校区,
4541907546414960,JhAcOqUP6,#河南七夕鹊桥彩虹#【河南彩虹与粉色天空同框 网友：七夕彩虹鹊桥已搭好】8月25日七夕节，河南信阳，市民朋友圈已经被傍晚的一道靓丽的彩虹刷爆，七夕彩虹鹊桥也已经搭好了，信阳网友：今天七夕，欢迎大家到信阳相亲哟！@沸点天际线 视频|河南信阳彩虹与粉色天空同框刷屏 网友：七夕彩虹鹊桥已搭好 沸点天际线的微博视频 ,,,"http://f.video.weibocdn.com/nwoLZOHwlx07FUUclUhG01041200i61B0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453361&ssig=WfwE0Wt2ZO&KID=unistore,video",,2020-08-25,iPhone客户端,42,2,5,河南七夕鹊桥彩虹,沸点天际线
4541901753303927,JhA3tdRv9,#2019中国平均初婚年龄约25至26岁#【七夕扎心数据：为什么年轻人结婚越来越晚？】又是一年一度七夕节，让人想起牛郎织女的爱情故事。反观当下的婚姻状况，国家统计局数据显示，中国结婚人数自2003年起“六连降”，南开大学教授原新称，2019年中国平均初婚年龄约25~26岁，达到历史最高。是因为教育水平提高了？还是因为加班太多了？影响结婚年龄的因素都有哪些？你觉得，为什么年轻人结婚越来越晚？新京报动新闻的秒拍视频,,,"https://gslb.miaopai.com/stream/grI~h243fVKmlO6veBTduFGDg8hHTAUdZupYmg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1BThihd3VLAY5R&Expires=1598453361&ssig=fZ%2FQdoRwjX&KID=unistore,video",,2020-08-25,iPhone客户端,58,12,5,2019中国平均初婚年龄约25至26岁,
4541888332565748,JhzHPaLt2,#发现身边的温暖##四川拟授跪地救人医学生优秀毕业生#【成都中医大两学生跪地施救，四川拟授予省优秀大学毕业生称号】8月14日，成都中医药大学彭婕婷、陈家利两名研究生同学在常德火车站积极救助昏迷乘客，危机时刻沉着施救，轮流进行心肺复苏，直至救护车到达。两名同学的施救行为受到社会广泛关注和新闻媒体好评。四川省教育厅相关负责人在接受记者采访时表示，目前，教育厅研究，拟对两名同学进行表彰，授予他们“四川省优秀大学毕业生”称号，以进一步树立先进典型，弘扬正能量。川报观察客户端成都中医大两学生跪地施救，四川拟授予省优秀大学毕业生称号 看看新闻KNEWS的秒拍视频,,,"https://gslb.miaopai.com/stream/qsmbeFtVwkBozvLw4iBgv4Vi8T9t0fnkjBpDeA__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453355&ssig=xWBLKSH2nX&KID=unistore,video",,2020-08-25,iPhone客户端,80,10,2,"发现身边的温暖,四川拟授跪地救人医学生优秀毕业生",
4541887886670251,JhzH6rZeH,【从业19年，#邮政投递员亲手将北大通知书投递给儿子#】近日，湖北鄂州。邮政投递员龙战军将北京大学录取通知书送到了儿子手里。龙战军说，从事投递工作近19年，每年会为很多高考生送去录取通知书，今年终于也能亲手为儿子送上。澎湃新闻的微博视频 ,,,"http://f.video.weibocdn.com/002V8gEygx07FUBjtEwn01041200t8jG0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=11ccc9c970f47cffd9369c72510b3033&ori=0&ps=1EO8O2oFB1ePdo&Expires=1598453357&ssig=rS2uc5RxX5&KID=unistore,video",,2020-08-25,iPhone客户端,36,1,3,邮政投递员亲手将北大通知书投递给儿子,
4541879989838304,JhzumFhok,【#香港发生大劫案#！黑衣人持大刀大锤闯入金店 1分半洗劫百万珠宝】据港媒报道，25日上午9时38分，香港粉岭地区发生一起严重的珠宝店抢劫案。两名身穿黑灰色衣服的劫匪，手持牛肉刀和大铁锤闯进珠宝店，二话不说直接用铁锤猛砸珠宝柜台。据了解，劫匪作案时还有顾客在场，作案时间仅仅只有1分25秒。偷走4盘金器后，两人立刻扬长而去，乘私家车离开现场。更令人细思极恐的是，案发前一分钟曾有警车经过珠宝店，不排除劫匪早已踩点。海客新闻的秒拍视频,,,"https://gslb.miaopai.com/stream/~~SU6o~ajfmtZY~AtDE9v416X-o2bvIoPeEPlg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453316&ssig=HSLJVuq5wF&KID=unistore,video",,2020-08-25,iPhone客户端,14,5,2,香港发生大劫案,
4541878873108094,Jhzszd2yy,#发现身边的温暖# 【是梦想的声音！#山区小学开摇滚演唱会#】贵州大湾镇有一间海嘎小学，这里的孩子们在老师的带领下组建了摇滚乐队。最近，他们举办了一场属于自己的演唱会。“希望孩子们能带着对未知世界的憧憬，勇敢走出大山，飞得更高……”有梦想谁都了不起。#乘风破浪的海嘎少年#，加油！  人民日报的微博视频,,,"http://f.video.weibocdn.com/WXR1IwJglx07FUDY7KwU01041201KKpt0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453361&ssig=S6XaO%2BbTlr&KID=unistore,video",,2020-08-25,深度报道 · 视频社区,19,3,3,"发现身边的温暖,山区小学开摇滚演唱会,乘风破浪的海嘎少年",
4541877552680341,Jhzqrbfhj,【#赵立坚用两个反问回击蓬佩奥#：中国是机遇而不是威胁】8月25日，外交部发言人赵立坚表示，美个别政客言必称“中国威胁”，但无论是《中国共产党章程》还是《中华人民共和国宪法》，都明确表明中国坚持和平发展道路，反对霸权主义。相比之下美国从未作出过像中国这样的政策宣示。放眼当今地区、国际热点敏感问题，试问有哪个是中国造成的?又有哪些问题的背后没有美个别政客“忙前忙后”的影子?这些人必须认清并接受的现实是，对包括美国在内的国际社会而言，中国是促进全球和平繁荣的积极力量而不是消极因素，是机遇而不是威胁。人民视频的微博视频,,,"http://f.video.weibocdn.com/4WSJuFk5lx07FUGLFvYk01041200adq30E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&ori=0&ps=1BThihd3VLAY5R&Expires=1598453361&ssig=HtIwlrpfAs&KID=unistore,video",,2020-08-25,iPhone客户端,7,4,2,赵立坚用两个反问回击蓬佩奥,
4541876629930049,JhzoWFFg5,【#被刑拘男同学父亲痛哭发声#：担心儿子前途，后悔没有答应赔偿】近日，湖南永州，17岁女生李爱（化名）在商场遭52岁雷某某猥亵，同行18岁男生胡林（化名）阻止雷某某逃跑时将其踹伤，之后胡林因涉嫌“故意伤害罪”被警方刑拘。8月25日，当地警方公开回应此事，@东方今报 记者第一时间专访当事男生父亲。网页链接  东方今报的微博视频,,,"http://f.video.weibocdn.com/qHxQJS4plx07FUN6PINi01041200uIYr0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453324&ssig=H28sBYaMUX&KID=unistore,video",,2020-08-25,微博视频,27831,1898,1318,被刑拘男同学父亲痛哭发声,东方今报
4541874133535472,JhzkVePJK,【#驻香港部队进行第23次轮换# 】8月25日，根据《中华人民共和国香港特别行政区驻军法》的规定和中央军委命令，中国人民解放军驻香港部队陆海空三军部分建制单位、装备进行轮换。这是驻香港部队进驻以来的第23次建制单位轮换行动，得到了香港特区政府有关部门的通力合作和大力支持。驻香港部队通过进行人员和装备的轮换，将进一步提升驻军履行香港防务职责的能力！#奋斗强军# @驻香港部队   解放军报的微博视频,,,"http://f.video.weibocdn.com/Z7Ar1gAylx07FUDDAmJa01041200yyqg0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453362&ssig=B570PXnSdv&KID=unistore,video",,2020-08-25,iPhone客户端,7,0,1,"驻香港部队进行第23次轮换,奋斗强军",驻香港部队
4541869109808942,JhzcOF9KK,#时刻准备战斗#【超燃卡点！#海军陆战队版绝地求生#】当绝地求生与海军陆战队碰撞出火花，当“吉普”、“蹦蹦”变成山猫、步战车，当“海岛”、“丛林”变成真正的“刺激战场”，以“绝地求生”方式打开海军陆战队会发生什么呢？戳视频↓↓海军陆战队带你体验真人版“绝地求生”！#奋斗强军#（人民海军）  解放军报的微博视频,,,"http://f.video.weibocdn.com/xy6vh6wFlx07FUiWs9dm01041200BhhY0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453362&ssig=UDyPS9dNv0&KID=unistore,video",,2020-08-25,iPhone客户端,6,1,4,"时刻准备战斗,海军陆战队版绝地求生,奋斗强军",
4541867302324029,Jhz9U9KAl,【#长沙交警回应七夕心形红灯#：打造“爱TA就护TA安全”的概念】七夕节，湖南长沙街头多个红灯由圆形变成了心形。交警回应称，七夕节推出爱心红灯，是给全体市民的一次表白，让驾驶员在等红灯时看到，可以更好地扩展红绿灯的意义，主要是打造“爱TA就护TA安全”的概念，也提醒车主出行要遵守交通规则，才能够安全回家见到你所爱的人。JSTV荔枝视频的秒拍视频  #长沙心形红绿灯#,,,"https://gslb.miaopai.com/stream/ioUhTEMAx2t3ghPX1rjljytIWBtW8UNHLMXdNA__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1BThihd3VLAY5R&Expires=1598453363&ssig=yDxQTWwdX7&KID=unistore,video",,2020-08-25,iPhone客户端,6,4,1,"长沙交警回应七夕心形红灯,长沙心形红绿灯",
4541866681566977,Jhz8U6zDP,如果你是她的盖世英雄，七夕就带她领取天宫婚书  如果你是她的盖世英雄，七夕就带她领取天宫婚书 ,,,,,2020-08-25,微博 weibo.com,0,0,0,,
4541866232260023,Jhz8b9tVZ,#发现身边的温暖# 【许昌魏都区一工地塌方工人被埋，消防徒手扒土救人】#工地塌方消防员扒土救人# 8月24日，许昌市魏都区一施工工地发生塌方事故，一名工人被埋。许昌市消防救援支队闻警出动，由于现场救援空间狭小，深沟一侧仍有坍塌的危险，参战人员小心翼翼徒手扒土救人，经过近20分钟的立即紧张救援，成功将被困人员救出。@东方今报  东方今报的微博视频,,,"http://f.video.weibocdn.com/mwg0GPbBlx07FUKhBAU801041200e8cp0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453363&ssig=VYlZC3p5kv&KID=unistore,video",,2020-08-25,微博视频,20,0,0,"发现身边的温暖,工地塌方消防员扒土救人",东方今报
4541862914556709,Jhz2Pj7pj,#发现身边的温暖# 【别样浪漫！#军营婚礼拿军用水壶喝交杯酒#】为了国庆阅兵、疫情防控等任务，他们默默撕掉请假条、一次次推迟婚期……七夕前夕，北京卫戍区某团为18名官兵举办军营集体婚礼。“往后余生，你守着国，我守着你！”新郎、新娘拿着军用水壶喝下幸福交杯酒，真甜（央视军事）  央视军事的微博视频 ,,,"http://f.video.weibocdn.com/TaaovOuAlx07FUiKKhyU01041200KDfZ0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453363&ssig=JT5qz1Z1QY&KID=unistore,video",,2020-08-25,iPhone客户端,9,1,2,"发现身边的温暖,军营婚礼拿军用水壶喝交杯酒",
4541861111008966,JhyZV4etE,【#被拆除豪华中学农民工三年工资未结#，相关部门：不清楚】8月24日，当地群众告诉记者，该校四层水景喷泉、凉亭、假山等建筑被拆除。据多名当地人反应，2018年起，该校欠数百人工资未结。镇安县居民陈明告诉@东方今报 记者，自己2018年在镇安中学务工，原本承诺2019年结清，最后只在9月1日和年底给了三千元（一小部分），承诺让孩子报名（上镇安中学）作为补偿。记者随后联系该包工人员刘鹏。刘鹏告诉记者，2018年开始，自己和另一名老乡组织几个人，在镇安中学负责建学校围墙、宿舍，校方至今欠他们60余万工钱。“学校一直没给钱，找政府也是踢皮球，”刘鹏说，“去劳动局（人事和劳动保障局）让找政府，政府让去信访局、教育局，教育局没钱，推过来推过去。这笔钱应该是去年年底结的，因为当时活已经干完交工了。”“好多人都是娃急着去上学。”他告诉记者，在建镇安中学过程中，有数百名务工人员工资未结清。8月24日，记者致电镇安县人事和劳动保障局，反映拖欠镇安中学务工人员工资问题，对方让拨打另一个电话，但并未打通。随后，记者也就此事求证镇安县宣传部，对方仍表示“不清楚”。（猛犸新闻·东方今报记者 王姝 文图 应采访对象要求，陈明、刘鹏均为化名）  东方今报的微博视频,,,"http://f.video.weibocdn.com/WJTKzlpKlx07FUISgrHO01041200AWli0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453363&ssig=O%2FKAl6MoIw&KID=unistore,video",,2020-08-25,微博视频,27047,1409,786,被拆除豪华中学农民工三年工资未结,东方今报
4541857461179630,JhyU24WSi,【可可爱爱！#男童打针边哭泣边道谢#】近日，江苏扬州的一位爸爸陪儿子在医院打针时记录下有趣一幕。一名医生正在给萌娃固定针管，爸爸让萌娃跟阿姨说谢谢，萌娃边抽泣边应和着爸爸，最后萌娃哭泣着跟医生阿姨说了声谢谢。网友：宝宝太可爱了，希望早日康复~（未来网）未来网的微博视频 ,,,"http://f.video.weibocdn.com/LA6DnzCUlx07FTtMYhYY010412006GIj0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453363&ssig=S8qwl7UNhO&KID=unistore,video",,2020-08-25,iPhone客户端,32,0,5,男童打针边哭泣边道谢,
4541857378600507,JhyTTA5nR,【#中方候选人当选国际海洋法法庭法官# 外交部：反映国际社会对中方的认可】联合国海洋法公约》第30次缔约国会议刚刚举行的国际海洋法法庭法官选举中，中国候选人段洁龙大使成功当选国际海洋法法庭法官。8月25日，外交部发言人赵立坚表示，中方候选人段洁龙大使得到了绝大多数《公约》缔约国的广泛支持，反映了国际社会对中方推荐的候选人资质的认可，是对中方20多年来对法庭工作贡献的肯定，体现了国际社会维护多边主义和国际法治的决心。中方胜选再度证明，个别国家出于一已私利围堵打压中方候选人是不得人心的，徒劳的。相信当选法官们将会公正履职，为法庭工作、和平解决海洋争端作出应有的贡献。人民视频的微博视频,,,"http://f.video.weibocdn.com/oTq4vRCelx07FUGedTTO010412008DI60E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&ori=0&ps=1BThihd3VLAY5R&Expires=1598453363&ssig=MIJDqG4Iy9&KID=unistore,video",,2020-08-25,iPhone客户端,7,0,1,中方候选人当选国际海洋法法庭法官,
4541839494093975,Jhyr3hb1R,【#东京本月已有170人中暑死亡#】受高气压影响，日本多地8月以来持续高温，局地最高温甚至超过41℃，追平日本最高气温纪录。据日本NHK电视台24日报道，8月以来，仅东京都就有170人因中暑死亡。根据预测，高温现象还将持续一段时间。 央视新闻的微博视频  ,,,"http://f.video.weibocdn.com/vzy4ibV0lx07FUtu6VBu01041200euAW0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453359&ssig=nsV9ak6Cov&KID=unistore,video",,2020-08-25,iPhone客户端,6,0,0,东京本月已有170人中暑死亡,
