id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4541823228322380,Jhy0OyV1W,【你戏弄孩子取乐的样子，真的很丑】目前在视频平台已经搜索不到佩琪的相关视频，根据网友提供的资料，这对父母的确是把“超重”“能吃”作为吸睛点。仅看标题：“2岁半50斤”，“3岁已经超过60斤”，“70斤”，“马上突破100斤”……语气当中也能看出几分“骄傲”的意味。引发众怒之后，对于让孩子当“吃播”赚钱的质疑，两人回应称并不属实，虽确实“赚了几百元”，但拍视频纯粹只是为了好玩，“我也没说靠这个赚钱啊，她吃的钱比我发（视频）赚的还多。”首先，我认为这对父母可能最初真是觉得“好玩”。佩琪曾在饮食过程中央求“别弄了别弄了别弄了”，其父母却还是一边嘴上答应，一边把她刚吃空的盘子加满。这跟有的家长故意弄哭孩子，戏弄他们并拍视频取乐，是一个心理。实际上，小孩被吓哭，小孩被灌醉，小孩被戏弄……以小孩子取乐，大人在一旁哄笑的视频不少见。这对父母在视频网站上的粉丝只有5157个，单条视频播放量却最高达55.6万。“娱乐至死”的时代，尽管此刻网友讨伐声四起，但这50多万播放中，有多少人跟这对父母一样，觉得“好玩”呢？再来说，对于这对父母的回应，多数网友并不买账，因为视频发布者曾回复称：“爸爸不赚钱”。这让我想起去年微博上曾经有一个母亲在马路上踹踢3岁童模女儿的视频引发的热议。在童模行业，一些较红的童模收入不菲，甚至一年能挣一套房，所以就出现了三四岁的小孩不配合拍摄，被父母体罚的新闻。有些家长可能一开始是抱着尝鲜的心态带孩子去的，但是当孩子逐渐走红，收益越来越大，拒绝就变得越来越困难。从童模来到吃播，行业变了，本质还是一样。佩琪的父母即便是因为好玩才开始拍的视频，尝到收益甜头之后，也很有可能更加促使他们继续拍下去。当然，无论是觉得“好玩”，还是为了赚钱，都赤裸裸地体现着佩琪父母对儿童权益的漠视，也挑战着大众的道德底线。目前，视频平台已经封禁了视频和账号。以儿童为工具来取乐或者赚钱的事情不是第一次，也不会是最后一次，但是希望全社会的家长和大人在一次又一次的极端新闻之后，开始学会把自己的小孩当真正的“人”来看。#父母回应3岁女孩被喂到70斤当吃播#（特约评论员 栗鑫）,,https://wx3.sinaimg.cn/large/63b09f89ly1gi32aj3z3tj20ik0hmk8y.jpg,,,2020-08-25,微博 weibo.com,81,13,13,父母回应3岁女孩被喂到70斤当吃播,
4541820539779099,JhxWtF1Zp,【央行回应：#数字人民币正式推出没有时间表#】中国人民银行货币政策司司长孙国峰25日在国务院政策例行吹风会上表示：中国数字人民币正式推出没有时间表。@国是直通车   国是直通车的微博视频 ,,,"http://f.video.weibocdn.com/eh8Lml8Klx07FUhW9DdC01041200qgU00E010.mp4?label=mp4_720p&template=1268x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453364&ssig=OYr%2BCjy9sY&KID=unistore,video",,2020-08-25,iPhone客户端,5,3,6,数字人民币正式推出没有时间表,国是直通车
4541820481308621,JhxWo5uqN,【#肯德基暂停使用吮指广告语#，疫情期间不建议“吮指回味”】24日肯德基称，为切合新冠疫情形势，将暂停使用拥有64年历史的“吮指回味，自在滋味”广告语。声明中说，“有的标志性广告语不完全契合当前的局势。虽然我们正在停止使用‘吮指回味，自在滋味’的广告语，但请相信，这种全世界很多人都喜爱的食物口味不会有任何改变。”#肯德基暂停使用64年广告语# NBD视频的微博视频,,,"http://f.video.weibocdn.com/000F9Dmegx07FUmyFDpd010412006BtT0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1EO8O2oFB1ePdo&Expires=1598453306&ssig=5VO%2F70gQO7&KID=unistore,video",,2020-08-25,iPhone客户端,24,5,4,"肯德基暂停使用吮指广告语,肯德基暂停使用64年广告语",
4541812096631767,JhxIRrPdZ,【#美国男子试图用脚踩灭漫山野火# 恰巧被电视台拍下 主持人惊呆了】当地时间21日，美国凤凰城一名叫墨菲的男子慢跑时遇到山火，在没有任何工具的情况下他竟直接开始用脚踩灭大火。这一幕正好被电视台的直升机拍下，节目主持人当场惊呆了。海客新闻的秒拍视频  ,,,http://gslb.miaopai.com/stream/nLB7n-2dj1LYBhof1RZVdirprySujMGNnyNqgA__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2020-08-25,iPhone客户端,29,6,5,美国男子试图用脚踩灭漫山野火,
4541798557684174,Jhxn1wf0i,#李宇春发布全新单曲Good Good#今天零点，@李宇春 全新单曲《Good Good》正式上线。通过轻快动感的复古旋律，对生活充满热爱的歌词，推广Good Good理念。鼓励着大家从今天起，从自己开始，每天做一件小小的善意事情，让世界变得更好。据工作室介，这首歌的创作契机则源于李宇春的一些期望。她希望大家在一些小事情上可以做一些改变。无论是少用塑料，改用自带杯，偶尔吃一口植物肉，都可以帮助降低温室气体排放，保护我们的地球。李宇春希望更多人能一起坚持做对的事情，让好变更好。七夕发布的这首歌曲也是甜蜜十足，MV中李宇春身着白色卫衣，与身边的伙伴一起跳起了点赞舞～阳光洒满每个角落，一起感受生活的美好@净看明星 净看明星的微博视频,,,"http://f.video.weibocdn.com/WC5ScNMolx07FUrHPT7a01041201cNvW0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453364&ssig=yJhfZh2Fqs&KID=unistore,video",,2020-08-25,娱乐综合 · 视频社区,143,23,31,李宇春发布全新单曲Good Good,"李宇春,净看明星"
4541798279819180,JhxmzFcpS,【#港大证实有康复者二次感染新冠# 属全球首例】8月24日，港媒称当地出现全球首宗新冠肺炎二次感染个案。4月中旬，这名感染新冠的33岁男子康复出院；8月6日-15日，他经英国伦敦前往西班牙旅游，返港后病毒检测再次呈阳性。专家经过对比发现两次病毒株基因排序有明显不同。@紧急呼叫 紧急呼叫的微博视频,,,"http://f.video.weibocdn.com/RqqWNKxOlx07FUjjsHMQ01041200kxON0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453364&ssig=dbHB9nkpaN&KID=unistore,video",,2020-08-25,iPhone客户端,8,0,7,港大证实有康复者二次感染新冠,紧急呼叫
4541783172984782,JhwYdcwtE,#丽江被抱走男孩被解救#【#云南遭女子抱走3岁男孩被救#：两名嫌疑人被抓】8月23日，永胜警方接到群众报警称，一男孩被一乘坐白色车辆的女子抱上车后带走，经45小时连续奋战，于8月25日7时许在永胜县永北镇大山上一山洞内找到被抱走的男孩，并在永北镇境内将犯罪嫌疑人何某伟（男，51岁，云南永胜县人）、熊某秀（女，56岁，云南永胜县人）抓获，缴获白色涉案车辆一辆。目前，案件正在进一步办理中。（人民日报记者杨文明）,,https://wx2.sinaimg.cn/large/63b09f89ly1gi2xpcnokij20u016g422.jpg,,,2020-08-25,iPhone客户端,51,13,9,"丽江被抱走男孩被解救,云南遭女子抱走3岁男孩被救",
4541779750432145,JhwSH1Oq5,【#被刑拘男同学父亲痛哭发声#：担心儿子前途，后悔没有答应赔偿】8月25日，@冷水滩公安 发布案情通报，公开回应此事，@东方今报 记者再次专访当事男生胡林（化名）父亲胡师君。 记者：对案情通报怎么看？胡师君：案情通报中，对雷两次猥亵女性行为只字未提。而且听我小孩陈述，他只踢了他（雷某某）一脚，没有对他（雷某某）进行二次攻击，也不存在二次伤害。案情通报中，缺失当事女生在报了警的情况下，雷某某明知自己犯法才逃跑的细节。到目前为止，警方承诺的对他（雷某某）行政拘留还是一纸空谈，实际上他7月2号已经出院。 记者：是否曾给雷某某垫付1万元医药费？胡师君：是的，出于良知，我们也希望他（雷某某）早点好起来。 记者：您是否在医院亲眼见到雷某某？胡师君：见到了，他骨折，不能动了。我记得伤情报告是轻伤。 记者：事发后，当事女生是否接受赔偿300元，这300元是什么名义？胡师君：孩子事后讲的，赔偿了300元。当时派出所把猥亵人带到派出所，并让当事女生检查身体，这300元是女生医院检查费和打车费等。他们双方之后签了份协议，以后互相不追责。 记者：协议在哪里？当时警方如何处理雷某某的？胡师君：协议没有给。没有追究他的责任，让他（雷某某）走了。 记者：在派出所协商时情况如何？胡师君：当天我带着律师陪孩子一起去的，对方有个自称是他亲戚的男的，一看就是社会上的人，我担心孩子受影响，就向警方提出不让孩子和对方面对面接触。后来对方提出索赔20万，我家里条件一般，也觉得不合理，没谈拢。 记者：监控视频中，两个孩子是手挽手的，警方通报称他们是男女朋友关系，是吗？胡师君：他们可能是比较聊的来。 记者：下一步您有何打算？是否考虑请律师或要求保释？胡师君：希望检察院监督重新调查。这几天几乎没有睡，进食都困难。律师请了，但是没有考虑起诉公安，我们也不懂，如果要求保释，是否意味着承认自己孩子有错？我不敢去想。 记者：您有何心里话？胡师君：思念孩子。我孩子爱音乐，爱弹吉他，爱唱歌，想当音乐老师。这几天我一直看他的照片，难受的很，他没吃过苦（痛哭流涕）……我担心他在看守所，也焦虑他的未来。孩子因为这件事高考已经受影响，现在被刑拘，以后的人生怎么办？早知道这样，我当时应该砸锅卖铁答应赔偿他（雷某某）20万！事情了结了，也许我儿子就不会被拘留了。都怪我！ 记者：您的期待是什么？胡师君：我期待有关部门秉公处理。我同时希望，另外那位被猥亵的女性（当天另一位被袭胸猥亵的女生）能够站出来指证雷某某。（猛犸新闻·东方今报记者 赵丹 受访者供图）,,"https://wx3.sinaimg.cn/large/63b09f89ly1gi2x57j837j20go08uwpa.jpg,https://wx4.sinaimg.cn/large/63b09f89ly1gi2x5amovjj20go0o4k4k.jpg,https://wx4.sinaimg.cn/large/63b09f89ly1gi2x5dro8tj20go0m4aqw.jpg,https://wx3.sinaimg.cn/large/63b09f89ly1gi2x5kti11j20go0b3dx3.jpg",,,2020-08-25,微博 weibo.com,358619,10774,47214,被刑拘男同学父亲痛哭发声,"冷水滩公安,东方今报"
4541773391601478,JhwIr6ICi,【#奶爸流水线式带三胞胎女儿# 网友：甜蜜的烦恼】江苏苏州，一位奶爸照顾三胞胎女儿的视频走红。三个萌娃从起床洗脸刷牙，到睡前洗脚上床花样百出，奶爸像流水线的工人手忙脚乱。妈妈李女士说，孕期因身体原因差点放弃，爸爸平时很宠她们，只希望她们健康快乐长大。@沸点视频 沸点视频的微博视频 ,,,"http://f.video.weibocdn.com/rntZ060Slx07FSSKn5du01041200uLNa0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&ori=0&ps=4ub7gI97adQ&Expires=1598453362&ssig=ATxlUxGwxl&KID=unistore,video",,2020-08-25,Android,90,12,14,奶爸流水线式带三胞胎女儿,沸点视频
4541767331095073,JhwyF4ASt,【转存！你应该学会的#五步心肺复苏法#】日前，中国红十字会总会和教育部联合印发通知，#心肺复苏将被纳入教育内容#。在中国几乎每分钟发生一次心脏猝死事件，而心脏骤停的抢救成功率不到1%。在最初4—6分钟黄金时间，有效实施心肺复苏将赢得宝贵抢救机会。多一人学会，就可能多救一条命。扩散！ 人民日报的微博视频,,,"http://f.video.weibocdn.com/003RNB0Jlx07x0QAD7lS01041200gPVT0E010.mp4?label=mp4_hd&template=852x480.24.0&trans_finger=ac6fb6d5c49a67fe2901ae638b222ab2&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453343&ssig=WuDL6c7E2K&KID=unistore,video",,2020-08-25,Android,14,3,14,"五步心肺复苏法,心肺复苏将被纳入教育内容",
4541756051306000,Jhwgt5tKw,#发现身边的温暖# 【被甜到了！消防员丈夫为护士妻子补上迟到两年的“求婚”】30岁的曹龙是@苏州消防一名消防员，他的妻子焦景是西安的一名抗疫医护人员，夫妻俩相隔1300多公里。他的心里很愧疚，和爱人相识3年，结婚2年，连个求婚仪式都没有。七夕节到了，妻子专程来苏州探亲，曹龙想补上遗憾。在队友的帮助下，曹龙手捧玫瑰单膝下跪，补上迟到两年的“求婚”！祝福！@蟹视频 蟹视频的秒拍视频,,,"https://gslb.miaopai.com/stream/J05PWChYBKJM0DT2raindNHSnIWGZ1gK-RYO7g__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1BThihd3VLAY5R&Expires=1598453365&ssig=hrjmpbxzOr&KID=unistore,video",,2020-08-25,iPhone客户端,15,2,2,发现身边的温暖,"苏州消防一名消防员,蟹视频"
4541753174014543,JhwbPgQmH,【#女孩高考超一本线132分不敢算学费# 相当于全家一年多收入】王宝丽家住陕西汉中市勉县的大山里，妈妈在外打零工，爸爸身体不好，父女俩靠养鸡编篮子等补贴家用，一年只挣三四千元。今年高考她考出583分，比本一分数线高132分，但6000元学费相当于全家一年多的收入。网页链接一起帮帮她！ ,,,,,2020-08-25,iPhone客户端,60,20,2,,
4541747982241549,Jhw3s9p81,【#心肺复苏将被纳入教育内容#】近日，中国红十字会总会和教育部联合印发通知，将学生健康知识、急救知识，特别是心肺复苏纳入教育内容。通知指出，学校红十字工作要把健康教育作为素质教育的重要内容，针对青少年生理、心理特点，积极开展红十字应急救护培训。中国红十字会总会和教育部联合印发通知 要求进一步加强和改进新时代学校红十字工作  ,,https://wx2.sinaimg.cn/large/63b09f89ly1gi2tnuh63cj20ot0p0dj7.jpg,,,2020-08-25,iPhone客户端,12,0,1,心肺复苏将被纳入教育内容,
4541738531957869,JhvOd8dkx,【#警方通报男生踢伤猥亵男被刑拘#：故意伤害案】据@冷水滩公安 ：8月21日，湖南永州冷水滩公安分局在办理一起故意伤害案中， 对胡某某(男，2002年1月7日出生)予以刑事拘留。经查: 6月1日18时36分，在冷水滩区某商场内，雷某某(男，1966年2月4日出生)用手臂故意碰撞艾某某(女，2002年9月17日出生)胸部，艾某某的同行男友胡某某因此与雷某某发生争执。后双方来到商场监控室查看监控过程中，雷某某借机跑出监控室，胡某某追至商场外停车场，两次脚踢雷某某，但未踢中，第三次脚踢雷某某致其倒地受伤。经司法鉴定:雷某某右肱骨头粉碎性骨折、右股骨粗隆间粉碎性骨折，上述骨折均为新鲜骨折， 两处损伤分别构成轻伤一级。针对雷某某猥亵他人行为，公安机关已于6月1日受案调查，鉴于其仍在治疗期间，暂未采取强制措施。永州市公安局对此案高度重视，案件正在进一步调查处理中。,,"https://wx4.sinaimg.cn/large/63b09f89ly1gi2skhs8iwj20rs148k0l.jpg,https://wx3.sinaimg.cn/large/63b09f89ly1gi2skjve8fj20hw09ita9.jpg,https://wx4.sinaimg.cn/large/63b09f89ly1gi2skk0n4sj20ei0j8abw.jpg,https://wx2.sinaimg.cn/large/63b09f89ly1gi2skky12wj20fg0aaq51.jpg",,,2020-08-25,iPhone客户端,23752,1421,802,,冷水滩公安
4541735130378069,JhvIJ1AlT,【#心肺复苏将被纳入教育内容#】近日，中国红十字会总会和教育部联合印发通知，将学生健康知识、急救知识，特别是心肺复苏纳入教育内容。通知指出，学校红十字工作要把健康教育作为素质教育的重要内容，针对青少年生理、心理特点，积极开展红十字应急救护培训。中国红十字会总会和教育部联合印发通知 要求进一步加强和改进新时代学校红十字工作 ,,https://wx1.sinaimg.cn/large/63b09f89ly1gi2s6q7xn8j20ot0p0tc0.jpg,,,2020-08-25,Android,2,0,6,心肺复苏将被纳入教育内容,
4541732785752584,JhvEWo8vC,【硬核七夕告白！#空军表演一箭穿心#】今天#七夕#，你收到礼物了吗？空军红鹰飞行表演队为大家准备了一份精心礼物——空中表演一箭穿心！戳视频↓你想和谁一起看？解放军报的微博视频  ,,,"http://f.video.weibocdn.com/EkolSlzdlx07FTza1MuQ01041200kdi80E010.mp4?label=mp4_720p&template=1692x720.25.0&trans_finger=11ccc9c970f47cffd9369c72510b3033&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453375&ssig=qe8yPXYusg&KID=unistore,video",,2020-08-25,Android,17,1,3,"空军表演一箭穿心,七夕",
4541731406877688,JhvCIsRcs,【#警方透露生父摔死幼童案细节#：生母因惧怕不敢阻止 拍视频留证据】8月24日，@紧急呼叫 从陕西宝鸡金台区警方独家获悉两岁半幼童遭生父抱摔致死案发细节。警方称，刘某脾气暴躁，冯某平时对其非常惧怕。事发时冯某异常害怕，加上腿部有残疾，不敢上前阻止刘某，只能拍视频留证据报警。紧急呼叫的微博视频,,,"http://f.video.weibocdn.com/JZlgCkNQlx07FTgbvbks01041200lwL80E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453375&ssig=OSu3PeDjC7&KID=unistore,video",,2020-08-25,Android,6,4,4,警方透露生父摔死幼童案细节,紧急呼叫
4541610215611012,JhstfnxGc,【#司法如何守护见义勇为的底线#】2019年3月9日，103国道河北省香河县安平镇路段，开“摩的”的老人侯振林在救一名独自横穿国道的4岁女童时，被一辆厢式货车撞倒。老人不幸去世，女童颅脑损伤但无生命危险。香河交警出具事故责任认定：货车司机、女童监护人、侯振林三人同等责任。家人不满，将车主潘某、保险公司和女童监护人李某等告上法庭。近日，廊坊市中级人民法院二审判决维持原判，认为侯振林行为属于见义勇为，无需担责，其合法权益受到侵害，依法应得到赔偿。目前，家属已经拿到了赔偿款。从理论上说，侯振林老人应有更理性的“避险”选择。然而，侯振林并不是一个普通的行人，他是一个在紧急情况下救人于水火的老人。在瞬息万变、十分紧张的情况下，苛责一个老人没有保持理性，选择最合理的“避险”道路，这是不近人情、生硬冰冷的做法。倘若这样一位可敬的老人，也要为自己的见义勇为之举，付出与肇事方、监护责任方同等的代价，不仅让本人及其家人寒心，也会让更多人在非常之际选择视若无睹、明哲保身。在我们的身边，不乏见义勇为者“流血又流泪”的怪现象，激浊扬清，纠偏正向，既需要社会道德的支持，也离不开立法和司法的力挺。（光明日报）#男生踹伤猥亵女生男子被刑拘#,,https://wx4.sinaimg.cn/large/63b09f89ly1gi2dtvbco8j20m80etdh5.jpg,,,2020-08-25,iPhone客户端,247,25,22,司法如何守护见义勇为的底线,
4541607091898583,Jhsod7XUj,【#陕西悬赏100万寻十年前被盗石狮#】8月24日，陕西省咸阳市礼泉县公安局发布《关于“2010.4.3”唐建陵石狮被盗案的悬赏通告》。通告称，2010年4月3日凌晨，礼泉县昭陵乡发生一起特大文物被盗案，案犯系多人结伙作案，在夜间将此处的唐肃宗建陵东门遗址一对石狮盗走。被盗石狮系全国重点文物保护对象，希望广大人民群众积极检举揭发相关线索，对提供重要线索，帮助破获案件者，最高奖励人民币100万元。漩涡视频的微博视频,,,"http://f.video.weibocdn.com/16kZUVBslx07FTqO40ko01041200cIsD0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453376&ssig=Hm%2B5zzuGQo&KID=unistore,video",,2020-08-25,iPhone客户端,29,14,11,陕西悬赏100万寻十年前被盗石狮,
4541591097715000,JhrYpwn1u,#发现身边的温暖# 【坚守！#夫妻5年沙漠种出6000余亩树#】23日，内蒙古阿拉善，徐世军和妻子迎来种树的第五个年头。2019年，徐世军遭遇车祸截肢，但他们没有停下种树的脚步。他们说要在沙漠中种出一片树林，现已经种了6000余亩，超30万株。今年七夕，他希望和妻子合种一棵爱情树。(中青网) 青蜂侠Bee的微博视频 ,,,"http://f.video.weibocdn.com/003fCUi2gx07FT7O24z501041200Eu8T0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453341&ssig=afKvDCQOrZ&KID=unistore,video",,2020-08-24,iPhone客户端,24,3,18,"发现身边的温暖,夫妻5年沙漠种出6000余亩树",
4541591043976953,JhrYkgGAp,【#陕西抱摔儿子致死男子被批捕#】8月24日晚，@新京报 记者从陕西宝鸡金台区检察院获悉，检察院对抱摔儿子致死男子刘某以涉嫌故意伤害罪批准逮捕。8月19日，刘某酒后和女友因争夺儿子抚养问题发生争执，刘某将二人所生的两岁半儿子抛摔在沙发上致伤。8月20日晚，孩子经抢救无效不幸身亡。据了解，刘某今年62岁在认识冯某前就已结婚 ，孩子系刘某婚外与冯某同居时怀上，在二人分手后出生。事发后刘某已被警方刑事拘留。 紧急呼叫的微博视频,,,"http://f.video.weibocdn.com/OhaSmweblx07FTrJb1WU01041200cnYo0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&ori=0&ps=1BThihd3VLAY5R&Expires=1598453376&ssig=UwTs7phKJ3&KID=unistore,video",,2020-08-24,iPhone客户端,13,3,5,陕西抱摔儿子致死男子被批捕,新京报
4541590288474761,JhrX6zyFH,【#男生踹伤猥亵女生男子被刑拘# 警方：猥亵男受伤是事实】#警方回应踹伤猥亵男遭刑拘# 湖南永州，17岁女生6月1日在商场遭52岁雷某猥亵，同行男生胡某追赶致雷某受伤。雷某被行政处罚，胡某却遭刑拘。警方回应称，雷某猥亵是事实，但雷某两处轻伤是胡某造成，“不管出于什么原因，不是故意，难道是无意的吗”？@一手Video 一手Video的秒拍视频,,,"https://gslb.miaopai.com/stream/Ys~aqQ3ZRTmN3M1fXUZTM42Zd6bslaN5g0SNUA__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&ori=0&ps=1CwnkDw1GXwCQx&Expires=1598453319&ssig=uRh%2BKnYALD&KID=unistore,video",,2020-08-24,iPhone客户端,26300,1946,1349,,一手Video
4541585422823761,JhrPgbQAx,【#黄之锋又向外媒卖惨#：我每晚睡觉都害怕被捕 网友：做了亏心事才怕】乱港分子黄之锋又开始了“卖惨”表演，他23日对外媒记者说，在香港国安法实施后，他一直害怕被捕。对此，有香港网友直言他是心虚了，“只有做了亏心事的才会怕鬼敲门”。海客新闻的秒拍视频  ,,,http://gslb.miaopai.com/stream/FcQkI6LRzjamDEQ7h0oTjn76XXEhPaS5PEkh~A__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2020-08-24,iPhone客户端,14,11,10,黄之锋又向外媒卖惨,
4541577172888033,JhrBXc7jb,【#男生踹伤猥亵女生男子被刑拘#，警方：故意伤害罪，非见义勇为】近日，湖南永州。女生在商场被男子肘袭胸部，男同学制止其逃跑时，将其踹伤。男同学因涉嫌“故意伤害罪”被警方刑拘。警方称，男同学的行为不属见义勇为。（澎湃新闻） ,,https://wx3.sinaimg.cn/large/63b09f89ly1gi2a24r9kuj20u00gs4bw.jpg,,,2020-08-24,iPhone客户端,145225,8872,8267,,
4541568650055594,Jhrod0esG,【#上海小区推出外来车辆亲情卡# 提醒子女关爱父母】近日，上海松江区华庭公寓小区物业推出了亲情停车卡，为来看望父母的小区外来车辆车主提供方便，解决了“常回家看看”背后的尴尬：24小时的停车费只收取5元，同时进小区就会由保安专门指引停车，极大地方便了从市区来看望父母的子女。@中新视频 中新视频的微博视频,,,"http://f.video.weibocdn.com/hEUszqTalx07FSF7Vbby01041200LbMS0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&ori=0&ps=1BThihd3VLAY5R&Expires=1598453377&ssig=%2Fj78jGUq1T&KID=unistore,video",,2020-08-24,iPhone客户端,10,4,6,上海小区推出外来车辆亲情卡,中新视频
